dataset_row_number,record_id,document_name,record_type,court_family,judgment_number,actions,substantive_action_count,old_record_sha256,new_record_sha256,hash_refreshed
205,zimlex-2022-2e4f700e16dd4600425d,Athitakis v Worsley-Woswick (536 of 2022) [2022] ZWHHC 536 (5 August 2022) Copy(1).docx,law_report_draft,High Court,HH 536-22,,0,a3ca0f9a0b77a57ba131b2ad0e6f678239891ba353b5f24a6c2e7f058148635f,28cca8e9375836edeba8282190f0a7000814e10c30961fd7dcbafc3a091d8f8a,True
206,zimlex-2022-650f07907fd678d23c79,Mungate and Another v ZIMRA (538 of 2022) [2022] ZWHHC 538 (10 August 2022) Copy.docx,law_report_draft,High Court,HH 538-22,,0,fa8bbb4e6b3038027744dd8edb51c13b2a78bd188e637159062a9cb86f7c69f6,2ba3c1b53cf67b0df511a7384a7ffd9557b4d034be0e8683b147eea5512990f0,True
207,zimlex-2022-949a7839318802757c7f,Shanfari v G.N. Mlotshwa & Co. Legal Practitioners and 7 Others (539 of 2022) [2022] ZWHHC 539 (10 August 2022) Copy.docx,law_report_draft,High Court,HH 539-22,,0,811f4221516ac7781cf40e941647af4ae34f8f8f11632b7fa46e86728e58985a,4edc2cd0459fdf990f1f3bcd37dc56c31c2ae5a4eea64940fefe0fb6a8c1169d,True
208,zimlex-2022-25dd0e87511ae6cab0aa,S v Pilate; S v Pilate (54 of 2022) [2022] ZWHHC 54 (24 January 2022) Copy.docx,law_report_draft,High Court,HH 54-22,,0,bd6e908cab81422971841d0e8ebb8fc8f33f33b088651ee657e6fabb0eb3ecc8,efafb1a691db9f49a17ce15e52c0d2d0e28c74dfda0bdc300a771356c5828606,True
209,zimlex-2022-bd03c9c2b63a924d37a0,Mboma v Kambarami and Another (540 of 2022) [2022] ZWHHC 540 (10 August 2022) Copy.docx,law_report_draft,High Court,HH 540-22,,0,af258283fd77238ba23a422f27d0c72ba887434f91744a92c8d4a47c4b58d379,fd0ff652b25289fe804c97efe803dd1ae4e8339fd5220756f79a312df39715d3,True
210,zimlex-2022-339846bd63b7580dfe4f,FALCON~1(3).DOC,law_report_draft,High Court,HH 542-22,,0,b275c2be2e1351fed66a91894f9fd15f3a7eb671209ec11394dc66bad0aad9d7,21eb6881f6c86e8d526dab96ae6504a2ddf0ba623586aedae85e761eb2c18afe,True
211,zimlex-2022-f047d29a8e6b634c0b51,METROP~1.DOC,law_report_draft,High Court,HH 543-22,,0,72c749c704de206682e5524b5a8bdbf7021aa293965eda888dfb1406016852a8,728a2051245ad6a0550b38c2b37e4c40c92fb5296268e083f255a81e76acaf83,True
212,zimlex-2022-a2890a3bd7df5727be72,Proestos v Proestos and 5 Others (544 of 2022) [2022] ZWHHC 544 (11 August 2022) Copy.docx,law_report_draft,High Court,HH 544-22,,0,26d78f5f117082e9cc21e9b2e7a38fbd8b9b54cbbba94fb9b4681e5b6ec704fb,a8fd1aff4c88c5df4a3cb89ccff5685ad0855d92fceef9f4b22e7808f4c58859,True
213,zimlex-2022-c83ef590ff1a019430e3,S v Karomo (546 of 2022) [2022] ZWHHC 546 (8 August 2022) Copy.docx,law_report_draft,High Court,HH 546-22,,0,437ed94ed804546a428dcc5e09ecc4cfbf07e1caaa64f4f51072117db08d7382,76ed19d8ff30ef82f290c37a2435962a2c81adaba37ee042d5a8fb9c9012b701,True
214,zimlex-2022-c4252389753a8dd42449,Kanyasa v Peterhouse Boys High School and Another (547 of 2022) [2022] ZWHHC 547 (17 August 2022) Copy.docx,law_report_draft,High Court,HH 547-22,,0,8a96ee40aad65b44238f02d25f036eb05124d0ca2cb5f47298f66a7bca196b8d,b127c6086fdd544d7e42e2c2579bf8f5f535975924770792e98cc02775641dde,True
215,zimlex-2022-73ba6e3c4478590cbcd0,Matoka v Dube and Another (548 of 2022) [2022] ZWHHC 548 (4 August 2022) Copy.docx,law_report_draft,High Court,HH 548-22,,0,14ea2da3cfd56bea3da0fc81d6dd52f02851a624fabfa5d6d8a4cfc65342f785,6d8879b302fee43103035d49a9a3b8d3c393707c46d6d90c51f5e4d602dc74fa,True
216,zimlex-2022-0ab71ad367bd1bfb95d3,S v Mutyambizi (550 of 2022) [2022] ZWHHC 550 (16 August 2022) Copy.docx,law_report_draft,High Court,HH 550-22,,0,d40f608bf424b89a8a50ffdb5418d2d28544622aa5aca5cdffd8a77674b1b5b7,7735c0ea0cff18e230df8c1f8112d82064b9ca29b0d2b8d52b98af9e8c57c83d,True
217,zimlex-2022-9c7b4cdb08de49601050,SVDZOT~1.DOC,law_report_draft,High Court,HH 56-22,,0,2c0e3db4b73324955e310a5cc699265f676ca0157bd3c67b05826ec67689f89e,d0225bb3487ca70ac560a12f9c0ea693b77cf55b3f4ec8ffec62395fac5f890b,True
218,zimlex-2022-637b6af076cfd409899d,EX-CON~1.DOC,law_report_draft,High Court,HH 570-22,,0,6b74829e8c47752cc8c39f6bcb2a46f88a6a6947272031bea4669f16a5ae67b2,185187112955687a5b43036e6c04eaebeafb5ca8b06a49bdae6bdc6fe204d59d,True
219,zimlex-2022-f217cdf674d3f29ab24c,THESHE~1.DOC,law_report_draft,High Court,HH 571-22,,0,28be37a400e2823db430d96eb3d5d2f13f45aff48989abdd257b7826873cf106,a2ad01f84bfb38481c756825f40890689cf94568731d55608f7254dc1a4fdb6d,True
220,zimlex-2022-ec07ffd683c807fa2454,S v Mugarisanwa (62 of 2023) [2022] ZWHHC 62 (5 November 2022) Copy.docx,law_report_draft,High Court,HH 62-23,,0,3bb9684ab778aaf3887b5ee419850910fb57e725805f8a48e40516957e021852,13294c7bb0abb32c61a3f7472dfcdd20b61afe71fd8c52dc1f33a5c80e798696,True
221,zimlex-2022-0afa7c62c280cca992f2,Kagonye v S (HC B 112 of 2022) [2022] ZWHHC 572 (26 September 2022) Copy.docx,law_report_draft,High Court,HH 657-22,,0,875f6526f68ff577e7ce1dcd858f5ea8153ebf8126d17167d7e03cc6d4ec6907,6d82f528eedf5be5312e229bb80348f0cbd496df264b0ded82c22934a52a1584,True
222,zimlex-2022-7701147ff8b5f00af3e2,S v Chirwa (66 of 2023) [2022] ZWHHC 66 (14 November 2022) Copy.docx,law_report_draft,High Court,HH 66-23,,0,8f4fa7c47853d0a55f67734caa873253f8dccaca541d5b802f1a915b8fef810c,7a6541fa3e7fc43dc4f3750661abb0ad3666f89b691e0600967fe14b20b01a25,True
223,zimlex-2022-e5d69dfebb91f08304c3,Tsiko v Shamu (662 of 2022) [2022] ZWHHC 662 (29 September 2022) Copy.docx,law_report_draft,High Court,HH 662-22,,0,53364c3e6b3fb339a340a8ce57109733b09442aeda8bcd699ca24c92a181ed56,28ad52ee8c320d9bd4f8c85f0077e23f790b69b5bec742299526bf5b2e2ca525,True
224,zimlex-2022-8b53167629e28c72e0fd,S v Haruzivishe (663 of 2022) [2022] ZWHHC 663 (22 September 2022) Copy.docx,law_report_draft,High Court,HH 663-22,,0,cff4d88b0ba3dda8b548a5b1b7b8f037cbc4bbf640681f4e492c9a8b1d4936a7,8410932980ca81b2697b67a209f95ee968fce35b7ce8ca148cd6c561fb6a0c6e,True
225,zimlex-2022-1583079b2cb79cc42cd7,S v Biri (722 of 2022) [2022] ZWHHC 722 (17 October 2022) Copy.docx,law_report_draft,High Court,HH 665-22,,0,59bf5fdba45f5ab76d9c155f825ba6ffd248ec74ad819620c5daf789e31ff788,bbeee5004dbff50c70a6ae893ef07ed39bfeee5f68ba1a36e4148b8643b27fc5,True
226,zimlex-2022-98d46ba9fdbf303c6837,S v Manyenye (666 of 2022) [2022] ZWHHC 1 (29 October 2022) Copy.docx,law_report_draft,High Court,HH 666-22,,0,6b5a87fad48bab6a00c6028f7e71c1640931aa54422e6606f712389618fc32f9,5e7ff19b1833a71fdc470409d13862cfffd1b9b8bf1ee6cb7a8b27503f830b42,True
227,zimlex-2022-8849697bc7616af223d1,The Sherriff for Zimbabwe and Another v Njokoya and Another (667 of 2022) [2022] ZWHHC 667 (6 October 2022) Copy.docx,law_report_draft,High Court,HH 667-22,,0,0c654963fc75a8f779c708656c6fe5a9e158bf915333c600a4c156d0bd7c8840,db60f520ac44f8940cb6769d2e86c2bc857dd257ebb60cda94b70289e7a48265,True
228,zimlex-2022-3c24d0d96aa5f5a1618d,Katambare v Tukuta (671 of 2022) [2022] ZWHHC 671 (5 October 2022) Copy(1).docx,law_report_draft,High Court,HH 671-22,,0,29007fe82034e3bbc33179b973cbcee4824fe032e2aeb50285924a55e66f4541,109f5197ce9455d5b91e8787b4aa797c0a07926fef79520e314af79117b3ee3c,True
229,zimlex-2022-619e8f7e238cab709c96,Inamo Investments (Private)Limited (672 of 2022) [2022] ZWHHC 714 (5 October 2022) Copy.docx,law_report_draft,High Court,HH 672-22,,0,4242e485336a9f79679a7f3a8abef85576b741ffcada874f03ef449d418f18fd,1d68f84ad6c7b50a4f8f0e75b196533804357f884aca0597716b5ac0e9649052,True
230,zimlex-2022-d7ddf5e45e7c48b3fba6,GIGATR~1(1).DOC,law_report_draft,High Court,HH 674-22,,0,9acea8adce5f555dfe5e9e0ac6a9c821ad2cdf3edb4e8812003e87b385040c1f,113ac3275fe7a913d619f5148ab0df7e7f8a5d15c0f718372ff5b7c1865f5f7f,True
231,zimlex-2022-a6e95c18ac71f62cddeb,Mukarakati v The Trustees of the Don Moyo Family Trust and 2 Others (677 of 2022) [2022] ZWHHC 677 (5 October 2022) Copy.docx,law_report_draft,High Court,HH 677-22,,0,959eadd073770b7af14d841ef213ad7397d38765732255b8e403ca11e16ae7b3,0a55501ee1c30f9e21c77e9711262dc759f053fe550bb9b4a8d94c5f1fe13219,True
232,zimlex-2022-cc5f6b2b56cb20f4b1bb,ZI1B84~1.DOC,law_report_draft,High Court,HH 678-22,,0,4848093f261e458827b2f839f4c122549a42f1392580471702951de72b5ec1b6,d7bb7fb1d34815f861ccba135d41205a8a7494102cbb3d53997adeb0703babd9,True
233,zimlex-2022-325ea9db97fcd0c30f15,Shangiwa and 5 Others v Ndimbarimba N.O and 2 Others (679 of 2022) [2022] ZWHHC 679 (5 October 2022) Copy.docx,law_report_draft,High Court,HH 679-22,,0,f82c5662f222e1ded03fff0167bdaab8fa4e9dd7a4a45e91ed4d4a69f99f15f6,bcf2eb8a6ff7535621f37a4adeebf1578c4e9b887170a4628caba661c25a2d40,True
234,zimlex-2022-3860475487c491546250,Busangabanye and Another v Matsika and 5 Others (680 of 2022) [2022] ZWHHC 680 (28 September 2022) Copy.docx,law_report_draft,High Court,HH 680/22,,0,d62f1a131e4bb131cb872671063d1cc3a22b1f37f24a2ffd1a2d245a2331eb42,249f814b02a579a9da8baead2fd7e3f39ec01a772a329af06dba2556e0460439,True
235,zimlex-2022-6831c5b0b57da6b7be9d,Nyakudya v Vibranium Resources (Pvt) Ltd and 2 Others (681 of 2022) [2022] ZWHHC 681 (5 October 2022) Copy(1).docx,law_report_draft,High Court,HH 681-22,,0,88c3e980d8a66615abc3928f52d0e3ce72f55837d79c7ed826f042083fb1d1e5,d33bcd72b377dd62c1cc66a31778c657d0a8bc96330d03d73e39e842db08506a,True
236,zimlex-2022-a41f3c8b91e5227f2bd3,The Sheriff of Zimbabwe v Chikango and Another (683 of 2022) [2022] ZWHHC 683 (6 October 2022) Copy.docx,law_report_draft,High Court,HH 683-22,,0,4607403e7f727af754cc105c82ccdb63547bb38263d5de79cce43fd60fd3c089,61e9833e47fe43a7df4cf6e1dc3c0982d2b789e5b8484c8b4a847637df3c58e6,True
237,zimlex-2022-83d2b3ca3e491bf1816d,EX-CON~2.DOC,law_report_draft,High Court,HH 686-22,,0,2116e56a0ae016e1ad162361c6631c843aeaa6c9abab499375b50f9f7c7cd589,f306e81949273c17043139c19e7479dfcd25dcb14dc085b32f3add872b2333f1,True
238,zimlex-2022-10a62a36b6a22a1a26c5,S v Nyamunda (687 of 2022) [2022] ZWHHC 687 (28 July 2022) Copy.docx,law_report_draft,High Court,HH 687-22,,0,00ed52a758b4b6fac1eced363ffdd0a62e8ed8bfe5a7633429f4e7ffebfc02af,16cbcb1adcca40815d0b06ed7fd077acbe0ab1f0990a516872bc043b80af18cd,True
239,zimlex-2022-f358b2aaa0142b0db391,Mugari (Nee Tapfuma) v Mugari (689 of 2022) [2022] ZWHHC 689 (12 October 2022) Copy.docx,law_report_draft,High Court,HH 689-22,,0,2a9475c8f419bf27d1de88a94eef236f8dcd135ec295ed704dd11a4df351097e,02054559e82a409addc9b0b7d0e6fc10d48494073935edda698ee5a53dcf7d9e,True
240,zimlex-2022-79ee09dbfec59f56be72,S v Tenha (690 of 2022) [2022] ZWHHC 690 (30 September 2022) Copy.docx,law_report_draft,High Court,HH 690-22,,0,5a695cf28c772f74d7de60cbcf985a9e865d5be2d71a43ea92f265ed7f363d99,706613cfb51b344b8cdf39db489c606dcf9c35251edfd7842397eb36edb58670,True
241,zimlex-2022-de8c65acda23fd5f993f,ZI80FF~1.DOC,law_report_draft,High Court,HH 692-22,,0,36adcf02802d945727f94767307f66cf12d63dc046ddfa80c54aee7418e52334,37633e9897ca0dd5096224e84f17104f4f44d89671d85ef0a6af404fc43e47b5,True
242,zimlex-2022-4c5e3d8870386c2b7381,Dengezi v Nyamaruru and 4 Others (693 of 2022) [2022] ZWHHC 693 (10 October 2022) Copy.docx,law_report_draft,High Court,HH 693-22,,0,f358bf26c7591e64afcf1ded8f9b3f6972d27bc30b3b5406b19af64c5a781b85,cfc7cfbcfb77814e8fd5224cb5694a97e7d4d94286a8c261e4e37be8ed572f76,True
