dataset_row_number,record_id,document_name,record_type,court_family,judgment_number,actions,substantive_action_count,old_record_sha256,new_record_sha256,hash_refreshed
1,zimlex-2022-4a9e4bb4172a7be7c277,CCZ 6 - 22 Zimrights v Parliament et al(3).docx,law_report_draft,Constitutional Court,Judgment No. CCZ 06/22,,0,c3f4a770e4912ff9151d84e2620b04dbb5efc39ab717fa819033df87399132d6,2d6bded32976ac576007b3abe53cab3bf539f06035cc9a13195448bef71b64bf,True
2,zimlex-2022-2ab504179c6fdfaba6de,CCZ 7 - 22 BERNARD SHEUNESU SIBANGANI(3).docx,law_report_draft,Constitutional Court,Judgment No. CCZ 07/22,,0,dd29f1f6e67b40c7ac7771713d939083c167bccf1679725ea79abd0768f56b65,4832686b4f1ab3f42c80777b51436cf7bc164c21ece54548d90552629d4109dd,True
3,zimlex-2022-346254360b3d044ee426,CCZ1-2~1(2).DOC,excluded,Constitutional Court,Judgment No. CCZ 1/22,,0,0ac5c5d719939b8bef3e29853c362f91ac0eb9e6628aa5c60f6c9de57439643e,5195cc7bcc50df1035819b149f7ca5222412dbc361f186abd8c8da439233bcb3,True
4,zimlex-2022-72f59b434f4e3cbd1168,CCZ 10 - 22 Bere v JSC et al(3).docx,law_report_draft,Constitutional Court,Judgment No. CCZ 10/22,,0,812c8cecd33f588dd33e121d48ef978e946974f1ef103a187bb157e3f4728b9b,02242ccea7723af6491e96b9006e2ebaef8e4547254795cc2034b14bc5f8de95,True
5,zimlex-2022-80afa9d8442dd2755ee5,CCZ 2 - 22 Mutumwa Mawere case no ccz11(1)(3).docx,excluded,Constitutional Court,Judgment No. CCZ 2/22,,0,162830c0a5059e0746ccb9472301acc016fecce487bbc9cafb58a9dff971dad1,6cfa5e26655952767a6792cbebfc98daff87a4fea3bb66d711d9f10f5f0cdfba,True
6,zimlex-2022-980baaf9da6565aabc9e,CCZ 3 - 22 Diana Eunice Kawenda Case No CCZ 12(3).docx,excluded,Constitutional Court,Judgment No. CCZ 3/22,,0,e4cda2d57e0c5a9bf8cbbff101edba61bfbd40753426f017a63488d4e90f7cb0,6edfa91f16839af14f37b1fe8c84a36d2dcf92d32fd96eaeec202905d57e8f9c,True
7,zimlex-2022-f5a6fac5e0eeacd29b4e,CCZ 4 - 22 Joanah Mamombe(3).docx,excluded,Constitutional Court,Judgment No. CCZ 4/22,,0,b0f581252eae1d551939c2726886b6deea112d40b8149be8eb644d7f2c6ecac3,4c9c2f181fe4fd2b54383a3c1987b1b65a3c912031088e111cf8d7d587023513,True
8,zimlex-2022-2db9d0632c54eeedd3a0,CCZ 5 - 22 Mhora v Mhora(3).docx,law_report_draft,Constitutional Court,Judgment No. CCZ 5/22,,0,c5abfbf3e6d2f3350db499075ad65d610dcb11938576753a86a68f6de103e9c6,6cc7403aa70cd5552f1590cf593f14e6b85d3676a8e75823e701ccabf76d2f5b,True
9,zimlex-2022-3e6d73dc0180615ecc70,CCZ 8 - 22 Ignatius Morgen Chiminya Chombocase no CCZ 33(3).docx,excluded,Constitutional Court,Judgment No. CCZ 8/22,,0,9c3a26103480f7016023a5bdfac040bd53270ab3ffc4cb1f3a0c21377cc2ee25,79debe94195e72b265c1f5592c6ee3f18e186f9c510c579348279e56c16cda3f,True
10,zimlex-2022-64a0e5fc55b987113c2e,CCZ 9 - 22 Minister of Mines & Anor v Fidelity Printers & Anor(3).docx,law_report_draft,Constitutional Court,Judgment No. CCZ 9/22,cleared:division:non_high_court_record,1,87b8b0053a4488efba8426f79027c656d12ccca451b12a0860bf80282cc8d438,fdb8565eb0f2c411f04fc60b64058bde44fe5eabaa47b3ef662113c498bed902,True
11,zimlex-2022-a67df952b7813866e10d,Techmate Engineering (Pvt) Ltd v White Nile and Another (1 of 2022) [2022] ZWBHC 1 (6 January 2022) Copy.docx,law_report_draft,High Court,HB 01/22,,0,9227153a585016a412863684947840eb0bfa9395d6289623345db09e0d39eb43,88c7805155b4863cce1d55e7dff3a0d7b24c282b6d9ca92a7b5215c363022260,True
12,zimlex-2022-2f7150881de952896fa5,Kawara v Sheriff of Zimbabwe and 2 Others (2 of 2022) [2022] ZWBHC 2 (6 January 2022) Copy.docx,law_report_draft,High Court,HB 02/22,,0,0d987825b5176a8c83b9e7cf6294c9c25ff0c53da519edce0b4e5265d464f1a5,4a57fc4b36a9030636760a4a10ba0834f458da506fa5cdd3b4524986027d6671,True
13,zimlex-2022-5e284d0448436cab47f2,Maphisa v The Executor Dative and 10 Others (3 of 2022) [2022] ZWBHC 3 (6 January 2022) Copy.docx,law_report_draft,High Court,HB 03/22,,0,ad99798d4b1ba92b6907b81f0ab5e280190e3075178470246d22ef9933b0b1e5,59b37b28d59d9ba17b8d46ed4694d056cbd1be65e9b98e5fb7c715be01ff9f0b,True
14,zimlex-2022-50df89176da35ff1c382,Ames Engineering (Pvt) Ltd v Munyaradzi and 6 Others (4 of 2022) [2022] ZWBHC 4 (6 January 2022) Copy.docx,law_report_draft,High Court,HB 04/22,,0,ef6aafd958eccdf719760dbbd1ed6a716e1653ebba278a10aa376df7361ebd44,3081f9a5ac75443ae3b9941fffb606f8289a5237d065d760dc26cc294f23b239,True
15,zimlex-2022-fdb5051c0d76911bc837,S v Dube (5 of 2022) [2022] ZWBHC 5 (6 January 2022) Copy.docx,law_report_draft,High Court,HB 05/22,,0,1c8de681b80ea75e2ec09634b4811cd98d42095b204476883754685058cd9c97,d076cd3f905d489a1aa3c667a9ec5c5bbf483445cf0d0a920018a74c9b1d752e,True
16,zimlex-2022-940956420b5e788da7cd,S v Mugari (6 of 2022) [2022] ZWBHC 6 (6 January 2022) Copy.docx,law_report_draft,High Court,HB 06/22,,0,b864914b2876719749e7c2af657e6fe2199ea5876ece7c8b8ade0f11ee4918c8,1808311031278a9260c0fe3c92be067b4d96492e6873e2b8a77eede184325dbd,True
17,zimlex-2022-14c4609a2bc77685e401,S v Luzhi (7 of 2022) [2022] ZWBHC 7 (6 January 2022) Copy.docx,law_report_draft,High Court,HB 07/22,,0,b118f373bba411b92d08e37103439cf5486059e646299aface08f3b2cf6ea7d3,45d30f931247221cdaf1edfd425c0db44925c7334e03cbba9c31ae729e721f81,True
18,zimlex-2022-a676dc7b5d2c6f4cb8dc,S v Ncube (8 of 2022) [2022] ZWBHC 8 (6 January 2022) Copy.docx,law_report_draft,High Court,HB 08/22,,0,fa2d185716bad20144203779d995a97c5da5a80f8bb509417fe21b3ff712b769,d362b5c400f41a3a8daccd23d5fa64337bd27451d7f719c94b5a1aa558c6bcea,True
19,zimlex-2022-e214688d090182a2e632,Mpofu v Chirwa and 2 Others (9 of 2022) [2022] ZWBHC 9 (6 January 2022) Copy(1).docx,law_report_draft,High Court,HB 09/22,,0,4063507a0060f6aac874d406455abb84a6d0d19b2df7ff102ba94f07084c6487,a18f93f70023d467b61b084eadd9c30ba97b650dab6aab628a6bad6e87b3b70c,True
20,zimlex-2022-4d0975df668658a321a5,S v Goremusandu (10 of 2022) [2022] ZWBHC 10 (13 January 2022) Copy.docx,law_report_draft,High Court,HB 10/22,,0,93949beee9c7de30f2e553b5a317eb6c02ab1d3b39c7381bc86f8915a8f06608,7aa1e573eaf2b15e4e86804ce3a5a789441372f66ffff3800a43fc3ab94d14f2,True
21,zimlex-2022-7ad8dcc9185d73ff91df,S v Hlabangana and 2 Others (101 of 2022) [2022] ZWBHC 101 (31 March 2022) Copy.docx,law_report_draft,High Court,HB 101/22,,0,81f9a0f777d15abf69d0e75f71515896b9e20b7961e8afe60e89964a3ead0e4b,7c7145cdbc0cfc22919b960839299bf6e27101318c3d498f1afd8c5a4afafb4c,True
22,zimlex-2022-2129e30e7f2fb8c829e5,Exmin Syndicate v Dube and 4 Other (102 of 2022) [2022] ZWBHC 102 (31 March 2022) Copy.docx,law_report_draft,High Court,HB 102/22,,0,f45d0f49df467beed32697e8889dd2ed5e4dda74217df2f8bbe7d8d0166363c8,55d50e2b16cd528990be1d65b226fd6322606c1aa9c957476f3763c570f5235b,True
23,zimlex-2022-aa397609e8dfeb649b7e,S v Shoshera and 4 Others (103 of 2022) [2022] ZWBHC 103 (31 March 2022) Copy.docx,law_report_draft,High Court,HB 103/22,,0,b4a9cf9f46729b9d5b1967e35660891e2d383ea813a0a59669601d43b1d91b7d,02e3abcb220be298c113d843a3541eece78fbad50a4f57da89a22e3951a127e1,True
24,zimlex-2022-baea083b95c92f082e7b,S v Sibanda (104 of 2022) [2022] ZWBHC 104 (25 March 2022) Copy.docx,law_report_draft,High Court,HB 10422,,0,2ac46d27ff16354e1928925ce4a53fd132148aeb710acf916e5445636d702f1b,982f382b5fc422a099dda379918e12cdbaeeff0c4daeada00d6ed66f5f94995c,True
25,zimlex-2022-9e4fdaf0c1f6114aa843,S v Mthimkhulu (105 of 2022) [2022] ZWBHC 105 (25 March 2022) Copy.docx,law_report_draft,High Court,HB 105 /22,,0,ae06a4cfa5969ecda132ad114bf75273a81ed268932737b20806bcfdec3c50a2,574cdcec56ba64a64f7840bed06ee55becce9c7edcc27d9f6d9c24ca95981c6f,True
26,zimlex-2022-285cee488e320cc1af41,S v Sibanda (106 of 2022) [2022] ZWBHC 118 (30 March 2022) Copy.docx,law_report_draft,High Court,HB 106/22,,0,7656632b4e956da31dec170d6ab2071b7ee42f3314ff6a0fd9f4231a17aa2739,c996b33f7c9a2c0bf430969bd49253d98ba422aa157cb3a5e52364d3b426d95a,True
27,zimlex-2022-c13fe6129d33a1f576ce,S v Moyo (107 of 2022) [2022] ZWBHC 107 (7 April 2022) Copy.docx,law_report_draft,High Court,HB 107/22,,0,de2df0d8000876454907157fee3ba2c1bb72280927f33e78df0fb64a58f92a25,c699cc993aec930783a514d262eaaf5abc8d335bc3993bfed0020c017bcebaea,True
28,zimlex-2022-d1581534984af6134dc8,S v Mumpande (108 of 2022) [2022] ZWBHC 108 (6 April 2022) Copy.docx,law_report_draft,High Court,HB 108/22,,0,2803b0cdcaa0336bfacc58518b4557ef7361a9aa2fdd50a9d1f1acae56b145bc,748aed3efc3a3de62578b7e65e48199e256517cfda6d7e1668547b9d37317c54,True
29,zimlex-2022-cbd2bb9c60dfef013d42,S v Ndlovu (106 of 2022) [2022] ZWBHC 109 (7 April 2022) Copy.docx,law_report_draft,High Court,HB 109/22,,0,9c15577ec5ea226880912d58cc6a167ebb0f4e75ef252b82dacbab0fb395f97a,0d5772dff10e1fab634d86d8e8030aecc2b7b1ca06bbf2cd3816bf90de61c4a7,True
30,zimlex-2022-7a1fdcd6e94af4689dcf,Maguma v City of Kwekwe and 2 Others (11 of 2022) [2022] ZWBHC 11 (13 January 2022) Copy.docx,law_report_draft,High Court,HB 11/22,,0,73130a097975f31e82bd46532a7a700a39f8bb4fe1b64b7afd396557d47344df,49a84f57aa3300eafe78ddb8ac944a2d3e605938a1a370a5a4021fb1e94b381e,True
31,zimlex-2022-1f468476c728e6abb730,Dare v Dare and 3 Others (110 of 2022) [2022] ZWBHC 110 (14 April 2022) Copy.docx,law_report_draft,High Court,HB 110/22,,0,fbcd523a688f65f2dc4bafae2154369089e3391dc574011a9da1c1ee8ce75c46,750f8062e0f935e3b407e8d00ff8c4a75658ef0516dfa2103cafaf32d0294800,True
32,zimlex-2022-67e714e8bfc8bd903f12,Mhlanga v Magistrate Dzira N.O and Another (111 of 2022) [2022] ZWBHC 111 (14 April 2022) Copy.docx,law_report_draft,High Court,HB 111/22,,0,b2aa14c4f80b90ba3ba30329269c5d16fc2e21a080ee0b523be3923e50973618,cae4cfd6f7be190d348e8fc1d7df258f6c5586cecb35b433465882553b349d86,True
33,zimlex-2022-05fb146601a222edf570,Magwaro v Ndiweni (112 of 2022) [2022] ZWBHC 112 (21 April 2022) Copy.docx,law_report_draft,High Court,HB 112/22,,0,f9eddf76765396dcfbda63de81e5b2d566c54d1ec2f3a3fbda91c5b95877bfd5,b1fdfe81bf09d3a520e7588fc12c1466800c7f80c032fbf82e4aa0af68645815,True
34,zimlex-2022-0c01f1fc0f2f8f9f6315,Kapfumo v Mutimutema and Another (115 of 2022) [2022] ZWBHC 115 (28 April 2022) Copy.docx,law_report_draft,High Court,HB 115/22,,0,41584a867467a94b8455fd857f5dcc63aa79927b0d8e5041fd82380741254f78,8261c20059bae665ec9f7092aa99e5df3a5a9617397148070b71addaccb2defc,True
35,zimlex-2022-10a1f826aa505530de3f,Dhliwayo v Warman Zimbabwe (Pvt) Ltd and 2 Others (12 of 2022) [2022] ZWBHC 12 (13 January 2022) Copy.docx,law_report_draft,High Court,HB 12/22,,0,96d6ffe276c5963c6657cd915941aab4832ba9959b0f32f08ff719f83bc7e1fe,ac4e718884f362c04d1b5d4ddd8703156f428d266516bfac80a935b79d5c8bb7,True
36,zimlex-2022-153560756235676ed02f,S v Moyo (13 of 2022) [2022] ZWBHC 13 (13 January 2022) Copy.docx,law_report_draft,High Court,HB 13/22,,0,a24912af168d0328cd8e91bc36209f055e9aadc33a7491cb2d3c0b8f4f0baa06,02e0ce5b454b268ce966f5bc349474675589489e5a5b952f51440511363ef759,True
37,zimlex-2022-f5b39a6d52c0af9db79b,S v Ndlovu (136 of 2022) [2022] ZWBHC 136 (23 May 2022) Copy.docx,law_report_draft,High Court,HB 136/22,,0,bb0434b405169bf7b612dccc978f200c4e28b7a5898094ec7a6362c106641f14,22f391b5698e1223b371caf3e4c920a284f32d4885b2fd4ad54d3c0cde5a351e,True
38,zimlex-2022-77114415f08d1b86acc3,S v Ncube (14 of 2022) [2022] ZWBHC 14 (13 January 2022) Copy.docx,law_report_draft,High Court,HB 14/22,,0,251aa7bd2749b0fe2a463b2aa37318c8089c845e13b84e081d7f64ed1073aa9f,83c36bbf66fb97e57a36f00db46751291e67fcc7db3bc16cd98b34235a23df48,True
39,zimlex-2022-ad6be723a9232dcfe84f,S v Nhliziyo (15 of 2022) [2022] ZWBHC 15 (13 January 2022) Copy.docx,law_report_draft,High Court,HB 15-22,,0,1cb577a7ee78301614d26fd4396b74798a2140dad1f6072c4d9f0d956611aba1,99b5c637d8cd26e31bec3a28283fe4af689c8f6c76b0e1318ac4360f908898bd,True
40,zimlex-2022-2e71792e738161c08348,S v West (152 of 2022) [2022] ZWBHC 152 (20 June 2022) Copy.docx,law_report_draft,High Court,HB 152/22,,0,47e6ace19da9a575b77a3b9a93eebc0a1e33e4789c4cd01140e971634c3ebc60,d8bb61d0471dca8cc44fce5472cdc280fff50ee4c92f7a5e753d3f0ba0eb1cd3,True
41,zimlex-2022-e8f51e613ffca90e0051,S v Moyo (153 of 2022) [2022] ZWBHC 153 (9 June 2022) Copy.docx,law_report_draft,High Court,HB 153/22,,0,cde3d754fa7f8b78b6ade6df5ce2781663c85448876c86891d0711dc3e8b59be,2521f71bdfca1bdb0f93eaac50546011fd1de5a18659f70ecece7b8f128c8af2,True
42,zimlex-2022-fe942be64219b6b53236,S v Mazendame (156 of 2022) [2022] ZWBHC 156 (17 May 2022) Copy.docx,law_report_draft,High Court,HB 156/22,,0,826fc9c0653e1bf14e5370d530987dfd3ada3ac5a4904835137389491f58bf53,3612455064adc68a7d3ec07e954ca80d59261fe4b248c84849883c8a82db099b,True
43,zimlex-2022-26450fb3b7823529b119,S v Walters (157 of 2022) [2022] ZWBHC 157 (14 June 2022) Copy.docx,law_report_draft,High Court,HB 157/22,,0,21befc5639a17b544c270ca9e929b8f8bdc70dc039999957cee4c90a32ca3608,d9ab4732446baecb1d5d3ba9a4c71295b2ccc9336e183e92cd461e545f0ddf86,True
44,zimlex-2022-d79d47fa6d0d3f60205b,S v Sibanda (159 of 2022) [2022] ZWBHC 159 (23 June 2022) Copy.docx,law_report_draft,High Court,HB 159/22,,0,36209060eecbb420344ca85408fe9a1f4656e22f1fbcabe2f719f7e3d606ce1c,c94330554a15c94877f9aa76bafd724495b4edc7012b3e2c0b4765876bd57482,True
45,zimlex-2022-49cc4f5da73f2237a303,Gazi v Mbalabala Properties (16 of 2022) [2022] ZWBHC 16 (20 January 2022) Copy.docx,law_report_draft,High Court,HB 16/22,,0,35a02f88c64d7b54fd5bfe7129f08f98a82e796b746b0805ae4c7df4045162f7,b2f8b36b1287fbfe82287fba59c0bf610f4e43b3739532e398e2bdd3452e4380,True
46,zimlex-2022-3ef91d9ad57ea5ced9b1,Muchena v Police Service Commission and Another (160 of 2022) [2022] ZWBHC 160 (23 June 2022) Copy.docx,law_report_draft,High Court,HB 160/22,,0,fbaf42ca8ca567c4f1bb2630829c2b4172f45b7cf92c9bcb11f031e9125be704,31ba6f2d8496decd69f82010ed3bc97419ba40b9f1bb441c3a7d537dcff27525,True
47,zimlex-2022-50b40cd73471913b5ad3,S v Ncube and Another (164 of 2022) [2022] ZWBHC 164 (14 June 2022) Copy.docx,law_report_draft,High Court,HB 164/22,,0,cc24c1081da34689e499424f5a399c15d87636006fd63b1473b143364810c717,8449577e9fe3d7c0599cf13dc8ba1be370ade45415f37397eeff8d12ef3b27cf,True
48,zimlex-2022-79004d04f50434218c16,S v Mhlanga (165 of 2022) [2022] ZWBHC 165 (8 June 2022) Copy.docx,law_report_draft,High Court,HB 165/22,,0,8b0ea18377961807e6654901a08733dd7bcc538021d87c83122cb66cae38a1f9,751b9a47300526b4b4f6c954aab38de587b52750bbd9f58a0baef4faeb9d2c5b,True
49,zimlex-2022-70a5d4c36000e2b7bac5,S v Moyo (166 of 2022) [2022] ZWBHC 166 (6 June 2022) Copy.docx,law_report_draft,High Court,HB 166/22,,0,a2c52a0719a42d1a4518f039ac0586b250457c9d077f1423ba9b756fce4993a4,670abd77006a1ba35aa4394c528a8375e5f633aa832c3c8404301bef2a552b0b,True
50,zimlex-2022-a17c058a321c457b1c55,S v Ncube and Another (167 of 2022) [2022] ZWBHC 167 (7 June 2022) Copy.docx,law_report_draft,High Court,HB 167/22,,0,5382341574f7efd6855a42f663d169b9d2c3fe12e90fa76326cb6cc3350b6f3c,f59ccde5479492f114df6a723aae8ec654b1fcb24042ee31a0a29da3b16cd5ce,True
51,zimlex-2022-d46ef0ef125415aa656c,S v Hadebe (168 of 2022) [2022] ZWBHC 168 (13 June 2022) Copy.docx,law_report_draft,High Court,HB 168/22,,0,7055d5d1a9c09454784a79aa0e93f1f65e37080d69a99eff87ea7dec3fa0b016,5f5dde2cfade3a1356361b642b5b6d82f4f236a899a705745281a2e83513e5ac,True
52,zimlex-2022-e53e13d644a8c5a1fc4b,S v Ndlovu (169 of 2022) [2022] ZWBHC 169 (7 June 2022) Copy.docx,law_report_draft,High Court,HB 169/22,,0,b1e0ea75876ca039c2e5ac6d8af7d54e28d3e10b9106799edaf5d88160b3f5de,790f4b9202d129961df9dafec3d51a79f7c7c0836177075c244e27420c5719d2,True
53,zimlex-2022-129b9a655d0d39954370,SIBAMB~1.DOC,law_report_draft,High Court,HB 17/22,,0,40f8bb91fe6f8b3de32cf158784fac831d7e99579cf0345f4c931f8854fd2975,2a263c3412533cb21e2befda54d339694d4c9422b4e5fa6887f02a1db815d8d7,True
54,zimlex-2022-f0c276ad32b82fc51fc9,S v Dube (170 of 2022) [2022] ZWBHC 170 (16 June 2022) Copy.docx,law_report_draft,High Court,HB 170/22,,0,6d7d770a73baab53b58269ebaa34fdc39e36b2fb502b810be640f12b1ab52964,11c4c095d412bdaed9a1b16b07535bf1539619b105128810993b707f6fd268e2,True
55,zimlex-2022-07b3c2e3ea16c3cd4b24,S v Tshuma (171 of 2022) [2022] ZWBHC 171 (8 June 2022) Copy.docx,law_report_draft,High Court,HB 171/22,,0,1cd404f3eeb5e2a6306b07c09f1be8ae3a5e1935c64d6cf0c86e936aa833b3db,cdc32cb9550c79f6d75e3f95bc9de3115934b8b05f7aba63a62f3cab4b76eba6,True
56,zimlex-2022-a67f0039070e5d3ef7ee,S v DN (A Juvenile) (172 of 2022) [2022] ZWBHC 172 (16 May 2022) Copy.docx,law_report_draft,High Court,HB 172/22,,0,dfe5332677ec1eb645bd9ede7c9f4b98dbb9af596fb6419f9f79969496133cb7,e581a36ebbd8769b0b596db1788106f3c011a33af47de50daf02759ecb245eea,True
57,zimlex-2022-babeff46bdfba2ae574a,S v Ndlovu (173 of 2022) [2022] ZWBHC 173 (6 June 2022) Copy.docx,law_report_draft,High Court,HB 173/22,,0,046119e909a32184f7f7b7a71c0b89c19426ce13e042d39d901ac3684f0aa4b2,8334f88b057b350a4e411d8381103ff46de494acc41539afde6fef07575b6dca,True
58,zimlex-2022-40009003ff09bbe6367c,S v Mabuzane (174 of 2022) [2022] ZWBHC 174 (17 May 2022) Copy.docx,law_report_draft,High Court,HB 174/22,,0,73d6e40bad859bb9506bd42285ac90298e3dcf5c73e91ae5606f60b27d657e54,2ee63232af646bc851673e3b50d07fc6cb9a327ab7c7c96e4fcec4139732ac33,True
59,zimlex-2022-6972ae1c1bd13ffe8a2e,S v Dhiga (175 of 2022) [2022] ZWBHC 175 (16 May 2022) Copy.docx,law_report_draft,High Court,HB 175/22,,0,bbbc6caa60a2839fc0b688786142f5a4e8aaaa8522b2c03a7b6a8b1f6175013a,a5ef702cddf9769aa1c82367382b3d4dfb480ca50c0defdf3a4c6ec06a05e198,True
60,zimlex-2022-c21f4ae958c97c42b728,S v Chivende (178 of 2022) [2022] ZWBHC 178 (18 May 2022) Copy.docx,law_report_draft,High Court,HB 178/22,,0,29b9a9b57070ef84ff7dbf8ceb25a567477213ddf3c21cf3e2e6ac46d054e4fd,ed60ad3906bd65d0eb8d1dd8efd25ad69df4eb323a6d244f7153144d310888af,True
61,zimlex-2022-4ab4e660636867181eb5,S v Dube (179 of 2022) [2022] ZWBHC 179 (30 June 2022) Copy.docx,law_report_draft,High Court,HB 179/22,,0,5a53a007f58f48f35e588610bd016d65a71cd458d3d83a8e37c3113a75f324cd,77d6fbfc63245a27d3bf16feb473bd0308c520e0b8f902fcd1562b5d5a5bcd16,True
62,zimlex-2022-16800d358be38b225425,Jin Yang Africa v Estate Late George Makurira and 4 Others (18 of 2022) [2022] ZWBHC 18 (20 January 2022) Copy.docx,law_report_draft,High Court,HB 18/22,,0,11d3c03113038f31c6b2fafe9af43922e346d10aaea6fdeb1c463bb62dbec068,4ff600edbfe9c104abaf353a8ae18928a0a658fe82e3b080ed1800a532b281fb,True
63,zimlex-2022-deb88dd704319d8a9a13,S v Tshuma (181 of 2022) [2022] ZWBHC 181 (14 June 2022) Copy.docx,law_report_draft,High Court,HB 181/22,,0,44b359a01dba15202aa4e2a826e21db0f82c66dbb6389e20405dbb365934f1f0,f2d52be667f84b9e2d407045b7770894ce416264ca908c9d29b8b41eedaad500,True
64,zimlex-2022-cf137ade44de6cfa774d,S v Mapope (182 of 2022) [2022] ZWBHC 182 (29 June 2022) Copy.docx,law_report_draft,High Court,HB 182/22,,0,5dc6944059e86598e4ac963d0f875579eb36891b21f3dcf91a0fefe6c49eb4ff,1344eaa4a2878b3514f438a05322f163f1cff4ee072c3c488020932a93578623,True
65,zimlex-2022-3d16b0e1b35761ab5767,S v Sibanda (183 of 2022) [2022] ZWBHC 183 (29 June 2022) Copy.docx,law_report_draft,High Court,HB 183/22,,0,d2a6d620126b06bafa68c8ff3800940017ac5b1d4c1bbf3b5300393fe9fcd0e5,c2e4480baeebf9b03277709e96b571ddf2319c98599313f289e557ce30901aea,True
66,zimlex-2022-f4e17dec519ebf2e6e47,Kufandada v Assistant Commissioner Wilson and 4 Others Marecha (184 of 2022) [2022] ZWBHC 184 (7 July 2022) Copy.docx,law_report_draft,High Court,HB 184/22,,0,e4d5134144cad533987e231c423faaad9d711a205461769d9bdc824e4c9e3404,0899c059b266ef4fef4e07978e8a0ad009aa07c98fca645df7cf24783b41064c,True
67,zimlex-2022-9d1b7b6f71d8f0f98a99,S v Donga (185 of 2022) [2022] ZWBHC 185 (7 July 2022) Copy.docx,law_report_draft,High Court,HB 185/22,,0,8ce9eca537c46af49717cd0edfb8c7e41da2963d651315ccd03fcee022ca809a,5868a6430deaa4075e946924c949f4e05a94680005ef7129e121eee2ca160a06,True
68,zimlex-2022-101e960cb9d0c876de52,LARRIC~1.DOC,law_report_draft,High Court,HB 187/22,,0,f07466886cc33f14cfd112543049d67cf7854a94eaa20006facfe0fb6bfdad42,bb4b20aff05ffa7721be41aa148abaca9e7f9d95a4a2f855fa32a65512df3c7d,True
69,zimlex-2022-1d52cc76c7062ad5b8ca,Mpofu N.O v Dzumbunu and 2 Others (188 of 2022) [2022] ZWBHC 188 (14 July 2022) Copy(1).docx,law_report_draft,High Court,HB 188/22,,0,676fa7345609c29878f1fff1046bd28153751dd6a9e54d885ff88acc3c888c07,d6fda83358d184e540d022e299954517b508a149f6353f5cabdcdda8a8b5741b,True
70,zimlex-2022-31d3e204a498f03ccead,Kufazvinei and Another v Mangoza and 3 Others (189 of 2022) [2022] ZWBHC 189 (14 September 2022) Copy.docx,law_report_draft,High Court,HB 189/22,,0,c3620f2d1004a7889306870d6712e945713f71682e9b1a9b0f74fe1ebee5c479,b25fad37e226d4f83e7537c2cf45bbe9119876c3433bf6fe744cfa9619d62137,True
71,zimlex-2022-aab41c4042295585156b,S v Ndlovu (19 of 2022) [2022] ZWBHC 19 (20 January 2022) Copy.docx,law_report_draft,High Court,HB 19/22,,0,1385d964bb66df26c2d51d29a3439a6cae500d3a743a42ec47dc4e601b562f1b,219925d26a2b31f41378e6f525ea245d6b65cd1f078ccad6bdffeb4b3ca02f18,True
72,zimlex-2022-bba7323c83d154324f5b,S v Smith (191 of 2022) [2022] ZWBHC 191 (14 July 2022) Copy.docx,law_report_draft,High Court,HB 191/22,,0,b6b20068f2ae275458b3b095463c57a735bf34bd30212d8e267d04ba8a752769,00962d4fb5c981ec9dc4ccdf1dcb47eec0e41b66f088159f4ff18119f3460749,True
73,zimlex-2022-b76536353980c2646bd3,Main Protective Clothes (Pvt) Ltd v Ncube (192 of 2022) [2022] ZWBHC 192 (14 July 2022) Copy.docx,law_report_draft,High Court,HB 192/22,,0,81574fb2bdc8f4d5d430b009eeb1414d1d5d218ac90134b3e61716b405090ffa,06b665eba0445d2edbf6218727adfbbf4e11fc8e0021a1d468fde1c944987ee3,True
74,zimlex-2022-c0e6c709a0e45d265658,Mhlanga v Mhlanga and 2 Others (193 of 2022) [2022] ZWBHC 193 (14 July 2022) Copy(1).docx,law_report_draft,High Court,HB 193/22,,0,59529be0d4e9f85a08305bd9ecc85ef4725b9bdb26b0019aadfd850fa5edf0c6,f8a02056ae908eff7fb2163db5f8aa6e0b9b90f6d367d1761bb547dbaf276a1f,True
75,zimlex-2022-addcaf8ef557cf5892b8,S v Regiment (194 of 2022) [2022] ZWBHC 194 (14 July 2022) Copy.docx,law_report_draft,High Court,HB 194/22,,0,f3defe9ed7c7344d00720b94fdfdfce0a3d8c1efdd9b8735a0c4ab2d765a8f7a,f9f714ef746759e3e11f5046784ed364925cf359a3a28ba38a157a04f3728360,True
76,zimlex-2022-49b40b553f90be37f173,S v Ncube (195 of 2022) [2022] ZWBHC 195 (14 July 2022) Copy.docx,law_report_draft,High Court,HB 195/22,,0,71abaa4c541a9750e3416b0fad23cda0cacbd98c934d9a220f0b9f5c771276fb,6975e19fb4884463957b9898395c8f6d540721f4f14c4aa09310f8642ac3208d,True
77,zimlex-2022-1552a6cdc7d819f301d6,Mudawini and Another v Darangwa N.O and 10 Others (196 of 2022) [2022] ZWBHC 196 (14 July 2022) Copy.docx,law_report_draft,High Court,HB 196/22,,0,9cc262f97ec2016c763bc3cef94f76cab9ac3086fe06548eb336075bec4c5ce1,ca18374db181e3cf48e9e3f19f3546049d323d2bb688ce5794bdc6f4808f8136,True
